date,city,source,url,aqi,co,pm25,pm10,no2,o3,so2,year,month,day,day_of_week,is_weekend,aqi_lag_1,aqi_lag_2,aqi_lag_3,aqi_lag_7,co_lag_1,co_lag_2,co_lag_3,co_lag_7,pm25_lag_1,pm25_lag_2,pm25_lag_3,pm25_lag_7,pm25_rolling_mean_7,aqi_rolling_mean_7,city_Beijing,city_Delhi,city_London,city_Los Angeles,city_Tokyo
2025-10-24 19:53:35.626043,Beijing,historical_simulation,simulated,0.45588340871562927,0.2672768878718536,0.401711159557402,0.5828391704616191,0.36826944382893856,0.3142018422917299,0.43019822859552925,2025,10,24,4,0,,,,,,,,,,,,,0.482324476903087,0.4982315906216821,True,False,False,False,False
2025-10-25 19:53:35.626043,Beijing,historical_simulation,simulated,0.30770335271735233,0.11716247139588104,0.2874418987289704,0.36267732529567864,0.2541546643031243,0.1389614333434558,0.28679881906368615,2025,10,25,5,1,0.45588340871562927,,,,0.2672768878718536,,,,0.401711159557402,,,,0.4097181773376942,0.40052612714964875,True,False,False,False,False
2025-10-26 19:53:35.626043,Beijing,historical_simulation,simulated,0.4592576638667528,0.29290617848970263,0.4290650322899099,0.4819644202732366,0.3969643252825171,0.3108006883287782,0.3816954871362294,2025,10,26,6,1,0.30770335271735233,0.45588340871562927,,,0.11716247139588104,0.2672768878718536,,,0.2874418987289704,0.401711159557402,,,0.44550731564038604,0.4345778697485905,True,False,False,False,False
2025-10-27 19:53:35.626043,Beijing,historical_simulation,simulated,0.5629621652667098,0.3990846681922197,0.5016659125498745,0.6239557055335321,0.5429869266563261,0.4397206194959004,0.4884015183466891,2025,10,27,0,0,0.4592576638667528,0.30770335271735233,0.4357714498418017,,0.29290617848970263,0.11716247139588104,0.29795918367346935,,0.4290650322899099,0.2874418987289704,0.401711159557402,,0.4864670609495646,0.4857935525755209,True,False,False,False,False
2025-10-28 19:53:35.626043,Beijing,historical_simulation,simulated,0.5195635006102377,0.336842105263158,0.47279009501871583,0.5748779608819579,0.48072235763350313,0.38465431723858684,0.4824968367777309,2025,10,28,1,0,0.5629621652667098,0.4592576638667528,0.28211427507909925,,0.3990846681922197,0.29290617848970263,0.13061224489795914,,0.5016659125498745,0.4290650322899099,0.2874418987289704,,0.5037038696476843,0.5050766536149264,True,False,False,False,False
2025-10-29 19:53:35.626043,Beijing,historical_simulation,simulated,0.5036255294708881,0.35514874141876435,0.40454938093866977,0.6002031255119091,0.415577221360514,0.3376860006073488,0.4964150147617039,2025,10,29,2,0,0.5195635006102377,0.5629621652667098,0.4392704262050996,,0.336842105263158,0.3990846681922197,0.32653061224489793,,0.47279009501871583,0.5016659125498745,0.4290650322899099,,0.5007417695934206,0.5144290483500481,True,False,False,False,False
2025-10-30 19:53:35.626043,Beijing,historical_simulation,simulated,0.4767391772560845,0.33318077803203666,0.424951667969232,0.48727189332634413,0.40881896742743185,0.2738738738738739,0.41121889498102066,2025,10,30,3,0,0.5036255294708881,0.5195635006102377,0.5468081146473107,,0.35514874141876435,0.336842105263158,0.4448979591836733,,0.40454938093866977,0.47279009501871583,0.5016659125498745,,0.5023298534880595,0.5160441730403794,True,False,False,False,False
2025-10-31 19:53:35.626043,Beijing,historical_simulation,simulated,0.607904372173164,0.5345537757437073,0.5757476039652832,0.712741211545392,0.5895191668513183,0.48344974187670814,0.5849852382960775,2025,10,31,4,0,0.4767391772560845,0.5036255294708881,0.5018053229108507,0.4357714498418017,0.33318077803203666,0.35514874141876435,0.37551020408163255,0.29795918367346935,0.424951667969232,0.40454938093866977,0.47279009501871583,0.401711159557402,0.5339247576803021,0.5446836136414356,True,False,False,False,False
2025-11-01 19:53:35.626043,Beijing,historical_simulation,simulated,0.27528896546772924,0.1061784897025172,0.28098391674550616,0.3129770992366412,0.2928207400842012,0.2071464723150116,0.3188528047237452,2025,11,1,5,1,0.607904372173164,0.4767391772560845,0.4852782430671879,0.28211427507909925,0.5345537757437073,0.33318077803203666,0.3959183673469387,0.13061224489795914,0.5757476039652832,0.424951667969232,0.40454938093866977,0.2874418987289704,0.532752363457144,0.5385770221744336,True,False,False,False,False
2025-11-02 19:53:35.626043,Beijing,historical_simulation,simulated,0.3924186948093905,0.21235697940503445,0.40088848669326643,0.5018838253120598,0.4028362508309329,0.3035125012653102,0.40531421341206236,2025,11,2,6,1,0.27528896546772924,0.607904372173164,0.45739810161920724,0.4392704262050996,0.1061784897025172,0.5345537757437073,0.3714285714285714,0.32653061224489793,0.28098391674550616,0.5757476039652832,0.424951667969232,0.4290650322899099,0.527637140254193,0.5259851358936385,True,False,False,False,False
2025-11-03 19:53:35.626043,Beijing,historical_simulation,simulated,0.5097279058080265,0.3954233409610985,0.5006787051129119,0.6360121875307145,0.4390649235541767,0.41364510577993713,0.4749051033319275,2025,11,3,0,0,0.3924186948093905,0.27528896546772924,0.5934115019542155,0.5468081146473107,0.21235697940503445,0.1061784897025172,0.5959183673469386,0.4448979591836733,0.40088848669326643,0.28098391674550616,0.5757476039652832,0.5016659125498745,0.5274579207551116,0.5159562597634457,True,False,False,False,False
2025-11-04 19:53:35.625043,Beijing,historical_simulation,simulated,0.4308636657333621,0.2526315789473685,0.4276664884208794,0.5005405759591128,0.40339020607134934,0.3017309444275736,0.40911008013496414,2025,11,4,1,0,0.5097279058080265,0.3924186948093905,0.2485017680997581,0.5018053229108507,0.3954233409610985,0.21235697940503445,0.11836734693877554,0.37551020408163255,0.5006787051129119,0.40088848669326643,0.28098391674550616,0.47279009501871583,0.5192660961512612,0.4992459745863005,True,False,False,False,False
